Title,Rank,Rating,Reviews,Amenities,RoomFeatures,RoomTypes,Class,Style,Description,Website,Offers,Covid,Location,Cleanliness,Value,Service,Walkscore,Restaurants,Attractions,ImageCount,Price
The Desmond House,"#2,204",5.0,44,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel']",,,,,"Located In the Historic downtown area of Redding, overlooking the Sacramento River and Within Walking distance to many local Restaurants, walking trails, the Sundial Bridge, Shasta Dam, parks and world class fishing. We're a very small historic Bed and Breakfast with only two rooms, and close to both Shasta Lake, Whiskytown lake Mt Lassen and only one hour from Mt Shasta!",0,0,0,5.0,5.0,5.0,5.0,77.0,52.0,16.0,16,
Marin RV Park,"#2,205",4.0,118,"['Free High Speed Internet (WiFi)', 'Internet', 'Pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-serve laundry']",,,,,,0,0,0,4.5,4.5,4.0,4.5,42.0,37.0,3.0,18,
Annie's Cottage,"#2,206",5.0,53,"['Free High Speed Internet (WiFi)', 'Wifi', 'Non-smoking hotel']","['Air conditioning', 'Kitchenette', 'Microwave', 'Refrigerator']",['Non-smoking rooms'],,,"Annie's Cottage is a charming San Francisco Russian Hill bed and breakfast within walking distance of Fisherman's Wharf, Union Square, China Town, North Beach and other San Francisco favorites. It is 1/2 block to the cable car line and 2 blocks to bus lines. It is behind another building very protected from the street. Entrance is through a charming garden. A little bit of the country in the middle of San Francisco",1,0,0,5.0,5.0,4.5,4.5,100.0,85.0,15.0,21,
Lake Tahoe Lakefront  Condo w/Panoramic Views,#1,,,,,['Non-smoking rooms'],,,,0,0,0,,,,,,,,0,284
Sequoia RV Ranch,"#2,208",4.0,185,,,,,,,0,0,0,4.5,4.0,4.0,4.5,,,,99,
Hip Beach House - Perfect Location - 2 Night Minimum - Licensed - Owners Onsite,#3,,,,,,,,,0,0,0,,,,,,,,0,345
Bridge Street Inn,"#2,210",4.5,92,"['Free parking', 'Free breakfast', 'Non-smoking hotel']",,,,,"The Bridge Street Inn is a cozy European-style guest house located in the historic East Village of Cambria. The Bridge Street Inn is a homey creative space alternative to busy dorm style youth hostels, plain-box motels and expensive B&Bs. We look forward to welcoming you soon! Cambria is a quintessential California beach town and artist enclave that offers up a variety of meaningful and inspiring activities for the artist, musician, foodie, nature lover, hiker, surfer, and bicycle rider - bicycle friendly community, hiking/jogging trails, live music, restaurants & galleries to sample, and coastlines to explore, there is something for everyone.The Inn is located one mile from beautiful Moonstone Beach, and only four hours from San Francisco and Los Angeles. We are the perfect midway point along the sprawling Pacific Coast Highway!Our guests come from around the world so you're sure to meet a plethora of creative, adventurous, and talented people. Take a deep breath, enjoy our relaxed atmosphere and spectacular scenery, and maybe opt to stay with us an extra day.",0,0,0,5.0,4.5,4.5,4.5,76.0,21.0,26.0,52,
"Snowcreek Resort, #92 Sanctuary",#5,,,,,,,,,0,0,0,,,,,,,,0,340
Perfect! PS Home Views 3 Bed/3 Bath/HOTTUB/FirePit/2Outdoor showers Max 6 guests,#6,,,,,,,,,0,0,0,,,,,,,,0,719
"Snowcreek Resort, #618 Club Drive",#7,,,,,,,,,0,0,0,,,,,,,,0,340
"Chalet Dubois- Hot tub, wifi, hiking, pets are not allowed!",#8,,,,,,,,,0,0,0,,,,,,,,0,186
Sand Pebbles by EVRentals,"#2,215",4.0,93,,,,3.0,,,0,0,0,4.5,4.5,4.5,4.5,77.0,46.0,26.0,16,
Mountain Memories,#10,,,,,,,,,0,0,0,,,,,,,,0,277
Cornerstone Cabin,#11,,,,,,,,,0,0,0,,,,,,,,0,456
"Gorgeous cabin- fireplace, near downtown & lake, deck, A/C &  firepit",#12,,,,,,,,,0,0,0,,,,,,,,0,275
Del Mar Motel on the Beach,"#2,219",3.5,235,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Beach', 'Non-smoking hotel', 'Self-serve laundry']","['Air conditioning', 'Microwave', 'Refrigerator', 'Flatscreen TV']","['Ocean view', 'Non-smoking rooms', 'Family rooms']",2.0,"['Charming', 'Centrally Located']","Nestled between the sun and surf is our quaint boutique hotel located on the beautiful beach of Del Mar. With views so spectacular you’ll never want to leave.Relax and enjoy the soothing sounds of the Pacific Ocean from one of our 43-newly renovated guestrooms. Relish the breathtaking views from our newly enhanced beachfront sun deck, picnic & barbeque areas, where the rolling waves beckon you to the white sandy beach of Del Mar. Create unforgettable moments with a walk along the beach at sunset or an early morning jog with the waves at your feet.There’s nothing like the sound of the ocean to lull you to sleep, and there’s no better way to escape life’s challenges than a retreat to the Del Mar Motel on the Beach.Our Friendly Staff is Ready to Assist You!",0,0,0,5.0,3.5,3.5,4.0,82.0,21.0,7.0,101,
Summit Adventure,#14,,,,,"['Ocean view', 'Non-smoking rooms', 'Family rooms']",,,,0,0,0,,,,,,,,0,529
The Cooper House Bed & Breakfast Inn,"#2,221",5.0,83,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Free breakfast', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service', 'Bar / lounge', 'Restaurant']",['Air conditioning'],"['Non-smoking rooms', 'Family rooms']",3.0,,The Cooper House is one of Angel Camp’s most unique homes. Built originally in 1910 the house has been lovingly restored to reflect today’s desired standards in hospitality. We invite you to come and experience our relaxing and romantic inn. Come for a weekend and you may never want to leave!,0,0,0,5.0,5.0,4.5,5.0,56.0,22.0,10.0,18,
Residence Bellevue Guesthouse,"#2,222",5.0,79,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Hot tub', 'Free breakfast', 'Concierge', 'Non-smoking hotel']","['Air conditioning', 'Room service', 'Refrigerator']","['Non-smoking rooms', 'Suites', 'Family rooms']",2.5,"['Mountain View', 'Romantic']","Secluded and romantic mountain property on 5 wooded acres, at the end of a private road, about 2.5 miles from southern entrance of Sequoia National Park. Featuring: Total of 2 bedrooms and one studio with a futon for max. 6 persons. One full bath with comb. tub/shower. The guest rooms are located in the upper level of the house. To keep the place quiet and private for our guests, we do host only one party at the same time - no sharing bathroom with others. Available also a large wooden deck with breathtaking mountain and river views and several outdoor seating areas.An outdoor Jacuzzi and an outdoor Sauna are also available for guests, at an additional fee.Limited free wireless internet is available at request.Children older than 10 years of age are welcome.",0,0,0,5.0,5.0,4.5,5.0,,,,45,
Lagonita Lodge,"#2,223",4.0,195,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Boating', 'Game room', 'Children Activities (Kid / Family Friendly)', 'BBQ facilities', 'Wifi', 'Hot tub', 'Indoor pool', 'Heated pool', 'Yoga classes', 'Hiking', 'Skiing', 'Water sport equipment rentals', 'Billiards', 'Bowling offsite', 'Fishing', 'Patio', 'Table tennis', 'Board games / puzzles', 'Non-smoking hotel', 'Outdoor furniture', 'Picnic area', 'Sun deck', 'Sun loungers / beach chairs', '24-hour front desk', 'Self-serve laundry']","['Fireplace', 'Separate dining area', 'Sofa', 'Wardrobe / closet', 'Kitchenette', 'Flatscreen TV', 'Sofa bed', 'Bath / shower', 'Private bathrooms', 'Wake-up service / alarm clock', 'Microwave', 'Refrigerator', 'Kitchenware', 'Hair dryer']","['Landmark view', 'Non-smoking rooms', 'Suites', 'Family rooms']",3.0,"['Great View', 'Family']","Award-winning Lagonita Lodge is Big Bear Lake’s perfect getaway resort. As a premier Big Bear Lakefront Lodge and Resort, Lagonita’s prime location on the south shore of Big Bear Lake offers guests an ideal setting whether it’s for a weekend or a week. Spend time with family, friends or a romantic partner, the Lodge’s condominium-style rooms provide the space and comfort to enjoy your time away from home.",0,0,0,4.5,4.0,4.0,4.0,,,,358,
Joshua Inn Bed & Breakfast,"#2,224",5.0,42,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Free breakfast', 'Non-smoking hotel']","['Bathrobes', 'Wake-up service / alarm clock', 'Hair dryer']","['Non-smoking rooms', 'Family rooms']",3.0,,"Joshua Inn is a 5 bedroom bed & breakfast in downtown Hollister. Beautiful Queen Anne Victorian built in 1902. 45 Minute drive to east entrance of Pinnacles National Park down beautiful Highway 25. Excellent local wineries, restaurants, and historic areas of interest.",0,0,0,4.5,4.5,5.0,5.0,63.0,15.0,5.0,49,
Sonoma County Condos,"#2,225",4.5,53,"['Free parking', 'Internet', 'Pool', 'Restaurant']",['Refrigerator'],['Non-smoking rooms'],,,,0,0,0,4.5,4.5,4.5,4.5,,,,3,
San Francisco North / Petaluma KOA,"#2,226",4.0,263,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Books, DVDs, music for children', ""Children's playground"", 'Pets Allowed ( Dog / Pet Friendly )', 'Car hire', 'Convenience store', 'Wifi', 'Hot tub', 'Heated pool', 'Fence around pool', 'Children Activities (Kid / Family Friendly)', ""Kids' outdoor play equipment"", 'Taxi service', 'Gift shop', 'Outdoor fireplace', 'Outdoor furniture', 'Sun terrace', 'ATM on site', 'Clothes dryer', 'Self-serve laundry', 'Washing machine']",,,,,"Want to getaway and be able to stay away from other vacationers. Our Wine Country Lodges and Studio lodges are individual units with private bedroom, bathroom, outdoor sitting areas, picnic table, gas bbq, firepit and full kitchen or kitchenette. Come enjoy the outdoors without having to pack your camping gear. Glamping in the heart of the Wine Country is a short trip to San Francisco, Coastal Beaches, Graton Rancheria Casino, Sonoma Raceway, Six Flags Discovery Kingdom, Petaluma Premium Outlet shopping, Lagunitas Brewery, many golf courses and more wineries than you can count! We offer all types of accommodations at our beautiful glamcamping resort from tenting, cabins, RV sites to full service glamcamping in our Wine Country Lodges. Wine Country lodges offer all the comfort of a hotel without having to meet your neighbors in the hallway. During Covid our common recreation facilities are closed. However, the pool is heated and open with a cabana reservation system for social distancing. We are following all CDC recommendations so you must have a facial covering with you when you cannot be 6' from those outside your family unit. Don't worry our sites are large and offer plenty of space and fresh air for mask free relaxation! Our friendly staff are happy to assist you in planning an unforgettable vacation. We look forward to your visit.",0,0,1,4.0,4.0,3.5,4.0,36.0,24.0,2.0,141,
MANCHESTER BEACH / MENDOCINO COAST KOA,"#2,227",4.5,90,"['Free parking', 'Pool', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-serve laundry']",,,,,"All roads - and an access trail from the KOA - lead to the beautiful Pacific Ocean here, for hours of beach walking, tide pooling and abalone diving along the breathtaking Mendocino Coast. This area features the best of California in one spectacular location: two local lighthouses, Anderson Valley wineries, the picturesque village of Mendocino and magnificent redwoods. At camp, enjoy hayrides, ice cream socials, family activities, wine tastings and holiday events. You'll find bocce courts, a disc golf course, large interactive dog park, community campfire area and year-round hot tub. Groups/reunions enjoy the Camping Kitchen, recreation and gathering hall and planned activities. Limited free Wi-Fi is available. Pool: April 15 - October 15. Max pull thru: 65 feet. Your hosts: Theresa Cannon & a great staff.",0,0,0,4.5,4.5,4.0,4.5,,,,148,
San Francisco RV Resort,"#2,228",3.5,777,"['Pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-serve laundry']",,,,,,0,0,0,4.0,4.0,3.5,4.0,61.0,28.0,5.0,110,
Morro Dunes RV Park,"#2,229",4.0,87,,,,,,,0,0,0,4.5,4.0,4.0,4.0,54.0,16.0,2.0,63,
The Old House at Benton Hot Springs,"#2,230",4.5,123,"['Free parking', 'Free High Speed Internet (WiFi)', 'Internet', 'Hot tub', 'Pets Allowed ( Dog / Pet Friendly )', 'Hot spring bath', 'Non-smoking hotel']",['Refrigerator'],['Non-smoking rooms'],,,"Everyone needs a place to lay their weary head. For travelers visiting Benton, The Old House at Benton Hot Springs is an excellent choice for rest and rejuvenation.Guest rooms offer amenities such as a kitchenette, a refrigerator, and air conditioning, and guests can go online with free internet access offered by the bed and breakfast.The property also boasts a hot tub, to help make your stay more enjoyable. If you are driving to The Old House at Benton Hot Springs, free parking is available.When you’re feeling hungry, be sure to check out Benton Station Cafe, which is a cafe that is popular with locals and out-of-towners alike.The Old House At Benton Hot Springs Hotel is sure to make your visit to Benton one worth remembering.",0,0,0,4.5,4.5,4.5,4.0,,,,86,
Kirk Creek Campground,"#2,231",4.5,71,,,,,,,0,0,0,5.0,4.0,4.5,4.0,,,,94,
Big Sur Campground & Cabins,"#2,232",4.0,257,"['Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )']",,,,,"Located among majestic Coastal Redwood trees along the pristine Big Sur River, Big Sur Campground and Cabins offers camping and lodging with an emphasis on family. Enjoy tent and RV camping on the forest floor as you watch the kids inner tube by in the cool water. Or pamper your family in one of several styles of cabins, from rustic tent cabins to fully equipped cabins with kitchens and fireplaces.",0,0,0,4.5,4.0,3.5,4.0,,,,9,
Fensalden Inn,"#2,233",4.5,94,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Free breakfast', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Non-smoking hotel']",['Kitchenette'],"['Non-smoking rooms', 'Suites']",,,"Sitting on the back edge of 20 acres of gently rolling meadows at 400 ft elevation, just 7 miles south of charming Mendocino Village, Fensalden Inn was originally a Wells Fargo Stagecoach stop in the mid-1800's. Completely renovated, the Inn continues to offer a quiet respite from the hectic pace of today's world. Revel in our complete three-course gourmet breakfast each morning (with champagne and mimosas on Sundays), and gaze upon the ever-changing Pacific in the evenings as you marvel at our bird sanctuary while relaxing with a sip of port wine, complimented by a chocolate jerk ball, in the original Tavern Room.All accommodations offer a queen bed (Ridge Room offers king), gas or wood burning fireplace, small refrigerator with complimentary bottle of wine upon arrival, and private bath with shower. Tower Suite and Bungalow house a full kitchen will necessary utensils and amenities; both also have tub (Bungalow has tub with jacuzzi jets). Four rooms have private entrances, 6 with private deck, porch or balcony; majority offer ocean view. Fensalden Inn is the perfect place for a quiet getaway to our beautiful stretch of the amazing Northern California Coast. Call us today to plan your next romantic retreat, family reunion or special event. Come and experience the magic of Fensalden Inn...the Land of the Mist and the Sea!",0,0,0,4.5,4.5,4.5,5.0,,,,49,
Gracious Hacienda in Paso Robles Wine Country,#1,,,,,"['Non-smoking rooms', 'Suites']",,,,0,0,0,,,,,,,,0,848
"Fabulous lakeview home- internet, deck, BBQ, handicapped accessible",#2,,,,,"['Non-smoking rooms', 'Suites']",,,,0,0,0,,,,,,,,0,235
Poe House--Romantic Getaway or Perfect Family Gathering Place,#3,,,,,"['Non-smoking rooms', 'Suites']",,,,0,0,0,,,,,,,,0,450
